ID,Category,Sub Category,State Standard
A.SSE.4,Seeing Structure In Expressions,Write Expressions In Equivalent Forms To Solve Problems,"Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. For example, calculate mortgage payments._"
A.APR.1,Arithmetic With Polynomials And Rational Expressions,Perform Arithmetic Operations On Polynomials,"Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials."
A.APR.2,Arithmetic With Polynomials And Rational Expressions,Understand The Relationship Between Zeros And Factors Of Polynomials,"Know and apply the Remainder Theorem: For a polynomial p(x) and a number a, the remainder on division by x Ð a is p(a), so p(a) = 0 if and only if (x Ð a) is a factor of p(x)."
A.APR.3,Arithmetic With Polynomials And Rational Expressions,Understand The Relationship Between Zeros And Factors Of Polynomials,"Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial."
A.APR.4,Arithmetic With Polynomials And Rational Expressions,Use Polynomial Identities To Solve Problems,"Prove polynomial identities and use them to describe numerical relationships. For example, the polynomial identity (x2 + y2)2 = (x2 Ð y2)2 + (2xy)2 can be used to generate Pythagorean triples."
A.APR.5,Arithmetic With Polynomials And Rational Expressions,Use Polynomial Identities To Solve Problems,"(+) Know and apply the Binomial Theorem for the expansion of (x + y)n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by PascalÕs Triangle.1"
A.APR.6,Arithmetic With Polynomials And Rational Expressions,Rewrite Rational Expressions,"Rewrite simple rational expressions in different forms; write a(x)/b(x) in the form q(x) + r(x)/b(x), where a(x), b(x), q(x), and r(x) are polynomials with the degree of r(x) less than the degree of b(x), using inspection, long division, or, for the more complicated examples, a computer algebra system."
A.APR.7,Arithmetic With Polynomials And Rational Expressions,Rewrite Rational Expressions,"(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
A.CED.1,Creating Equations,Create Equations That Describe Numbers Or Relationships,"Create equations and inequalities in one variable and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions."
A.CED.2,Creating Equations,Create Equations That Describe Numbers Or Relationships,Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.
A.CED.3,Creating Equations,Create Equations That Describe Numbers Or Relationships,"Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non- viable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods."
A.CED.4,Creating Equations,Create Equations That Describe Numbers Or Relationships,"Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange OhmÕs law V = IR to highlight resistance R."
A.REI.1,Reasoning With Equations And Inequalities,Understand Solving Equations As A Process Of Reasoning And Explain The Reasoning,"Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method."
A.REI.2,Reasoning With Equations And Inequalities,Understand Solving Equations As A Process Of Reasoning And Explain The Reasoning,"Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise."
A.REI.3,Reasoning With Equations And Inequalities,Solve Equations And Inequalities In One Variable,"Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters."
A.REI.4,Reasoning With Equations And Inequalities,Solve Equations And Inequalities In One Variable,Solve quadratic equations in one variable.
A.REI.4.a,Reasoning With Equations And Inequalities,Solve Equations And Inequalities In One Variable,Use the method of completing the square to transform any quadratic equation in x into an equation of the form (x Ð p)2 = q that has the same solutions. Derive the quadratic formula from this form.
A.REI.4.b,Reasoning With Equations And Inequalities,Solve Equations And Inequalities In One Variable,"Solve quadratic equations by inspection (e.g., for x2 = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as a ± bi for real numbers a and b."
A.REI.5,Reasoning With Equations And Inequalities,Solve Systems Of Equations,"Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions."
A.REI.6,Reasoning With Equations And Inequalities,Solve Systems Of Equations,"Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables."
A.REI.7,Reasoning With Equations And Inequalities,Solve Systems Of Equations,"Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line y = Ð3x and the circle x2 + y2 = 3."
A.REI.8,Reasoning With Equations And Inequalities,Solve Systems Of Equations,(+) Represent a system of linear equations as a single matrix equation in a vector variable.
A.REI.9,Reasoning With Equations And Inequalities,Solve Systems Of Equations,(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 _ 3 or greater).
A.REI.10,Reasoning With Equations And Inequalities,Represent And Solve Equations And Inequalities Graphically,"Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line)."
A.REI.11,Reasoning With Equations And Inequalities,Represent And Solve Equations And Inequalities Graphically,"Explain why the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where f(x) and/or g(x) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions._"
A.REI.12,Reasoning With Equations And Inequalities,Represent And Solve Equations And Inequalities Graphically,"Graph the solutions to a linear inequality in two variables as a half- plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes."
F.IF.1,Interpreting Functions,Understand The Concept Of A Function And Use Function Notation,"Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If f is a function and x is an element of its domain, then f(x) denotes the output of f corresponding to the input x. The graph of f is the graph of the equation y = f(x)."
F.IF.2,Interpreting Functions,Understand The Concept Of A Function And Use Function Notation,"Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context."
F.IF.3,Interpreting Functions,Understand The Concept Of A Function And Use Function Notation,"Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n ³ 1."
F.IF.4,Interpreting Functions,Interpret Functions That Arise In Applications In Terms Of The Context,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity._"
F.IF.5,Interpreting Functions,Interpret Functions That Arise In Applications In Terms Of The Context,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function._"
F.IF.6,Interpreting Functions,Interpret Functions That Arise In Applications In Terms Of The Context,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph._
F.IF.7,Interpreting Functions,Analyze Functions Using Different Representations,"Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases._"
F.IF.7.a,Interpreting Functions,Analyze Functions Using Different Representations,"Graph linear and quadratic functions and show intercepts, maxima, and minima."
F.IF.7.b,Interpreting Functions,Analyze Functions Using Different Representations,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions."
F.IF.7.c,Interpreting Functions,Analyze Functions Using Different Representations,"Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior."
F.IF.7.d,Interpreting Functions,Analyze Functions Using Different Representations,"(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior."
F.IF.7.e,Interpreting Functions,Analyze Functions Using Different Representations,"Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude."
F.IF.8,Interpreting Functions,Analyze Functions Using Different Representations,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.
F.IF.8.a,Interpreting Functions,Analyze Functions Using Different Representations,"Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context."
F.IF.8.b,Interpreting Functions,Analyze Functions Using Different Representations,"Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)t, y = (0.97)t, y = (1.01)12t, y = (1.2)t/10, and classify them as representing exponential growth or decay."
F.IF.9,Interpreting Functions,Analyze Functions Using Different Representations,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum."
F.BF.1,Building Functions,Build A Function That Models A Relationship Between Two Quantities,Write a function that describes a relationship between two quantities.
F.BF.1.a,Building Functions,Build A Function That Models A Relationship Between Two Quantities,"Determine an explicit expression, a recursive process, or steps for calculation from a context."
F.BF.1.b,Building Functions,Build A Function That Models A Relationship Between Two Quantities,"Combine standard function types using arithmetic operations. For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model."
F.BF.1.c,Building Functions,Build A Function That Models A Relationship Between Two Quantities,"(+) Compose functions. For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time."
F.BF.2,Building Functions,Build A Function That Models A Relationship Between Two Quantities,"Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms._"
F.BF.3,Building Functions,Build New Functions From Existing Functions,"Identify the effect on the graph of replacing f(x) by f(x) + k, k f(x), f(kx), and f(x + k) for specific values of k (both positive and negative); find the value of k given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them."
F.BF.4,Building Functions,Build New Functions From Existing Functions,Find inverse functions.
F.BF.4.a,Building Functions,Build New Functions From Existing Functions,"Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. For example, f(x) =2 x3 or f(x) = (x+1)/(xÐ1) for x =_ 1."
F.BF.4.b,Building Functions,Build New Functions From Existing Functions,(+) Verify by composition that one function is the inverse of another.
F.BF.4.c,Building Functions,Build New Functions From Existing Functions,"(+) Read values of an inverse function from a graph or a table, given that the function has an inverse."
F.BF.4.d,Building Functions,Build New Functions From Existing Functions,(+) Produce an invertible function from a non-invertible function by restricting the domain.
F.BF.5,Building Functions,Build New Functions From Existing Functions,(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.
F.LE.1,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems",Distinguish between situations that can be modeled with linear functions and with exponential functions.
F.LE.1.a,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems","Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals."
F.LE.1.b,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems",Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.
F.LE.1.c,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems",Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.
F.LE.2,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems","Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table)."
F.LE.3,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems","Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function."
F.LE.4,"Linear, Quadratic, And Exponential Models_","Construct And Compare Linear, Quadratic, And Exponential Models And Solve Problems","For exponential models, express as a logarithm the solution to abct =dwherea,c,anddarenumbersandthebasebis2,10,ore; evaluate the logarithm using technology."
F.LE.5,"Linear, Quadratic, And Exponential Models_",Interpret Expressions For Functions In Terms Of The Situation They Model,Interpret the parameters in a linear or exponential function in terms of a context.
F.TF.1,Trigonometric Functions,Extend The Domain Of Trigonometric Functions Using The Unit Circle,Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.
F.TF.2,Trigonometric Functions,Extend The Domain Of Trigonometric Functions Using The Unit Circle,"Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle."
F.TF.3,Trigonometric Functions,Extend The Domain Of Trigonometric Functions Using The Unit Circle,"(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for ¹/3, ¹/4 and ¹/6, and use the unit circle to express the values of sine, cosine, and tangent for ¹Ðx, ¹+x, and 2¹Ðx in terms of their values for x, where x is any real number."
F.TF.4,Trigonometric Functions,Extend The Domain Of Trigonometric Functions Using The Unit Circle,(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.
F.TF.5,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,"Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline._"
F.TF.6,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.
F.TF.7,Trigonometric Functions,Model Periodic Phenomena With Trigonometric Functions,"(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context._"
F.TF.8,Trigonometric Functions,Prove And Apply Trigonometric Identities,Prove the Pythagorean identity sin2(_) + cos2(_) = 1 and use it to calculate trigonometric ratios.
F.TF.9,Trigonometric Functions,Prove And Apply Trigonometric Identities,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems."
G.CO.1,Congruence,Experiment With Transformations In The Plane,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc."
G.CO.2,Congruence,Experiment With Transformations In The Plane,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch)."
G.CO.3,Congruence,Experiment With Transformations In The Plane,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself."
G.CO.4,Congruence,Experiment With Transformations In The Plane,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments."
G.CO.5,Congruence,Experiment With Transformations In The Plane,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another."
G.CO.6,Congruence,Understand Congruence In Terms Of Rigid Motions,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent."
G.CO.7,Congruence,Understand Congruence In Terms Of Rigid Motions,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.
G.CO.8,Congruence,Understand Congruence In Terms Of Rigid Motions,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions."
G.CO.9,Congruence,Prove Geometric Theorems,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segmentÕs endpoints."
G.CO.10,Congruence,Prove Geometric Theorems,Prove theorems about triangles. Theorems include: measures of interior angles of a triangle sum to 180¡; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point.
G.CO.11,Congruence,Prove Geometric Theorems,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals."
G.CO.12,Congruence,Make Geometric Constructions,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line."
G.CO.13,Congruence,Make Geometric Constructions,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle."
G.SRT.1,"Similarity, Right Triangles, And Trigonometry",Understand Similarity In Terms Of Similarity Transformations,Verify experimentally the properties of dilations given by a center and a scale factor:
G.SRT.1.a,"Similarity, Right Triangles, And Trigonometry",Understand Similarity In Terms Of Similarity Transformations,"A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged."
G.SRT.1.b,"Similarity, Right Triangles, And Trigonometry",Understand Similarity In Terms Of Similarity Transformations,The dilation of a line segment is longer or shorter in the ratio given by the scale factor.
G.SRT.2,"Similarity, Right Triangles, And Trigonometry",Understand Similarity In Terms Of Similarity Transformations,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides."
G.SRT.3,"Similarity, Right Triangles, And Trigonometry",Understand Similarity In Terms Of Similarity Transformations,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.
G.SRT.4,"Similarity, Right Triangles, And Trigonometry",Prove Theorems Involving Similarity,"Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity."
G.SRT.5,"Similarity, Right Triangles, And Trigonometry",Prove Theorems Involving Similarity,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.
G.SRT.6,"Similarity, Right Triangles, And Trigonometry",Define Trigonometric Ratios And Solve Problems Involving Right Triangles,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles."
G.SRT.7,"Similarity, Right Triangles, And Trigonometry",Define Trigonometric Ratios And Solve Problems Involving Right Triangles,Explain and use the relationship between the sine and cosine of complementary angles.
G.SRT.8,"Similarity, Right Triangles, And Trigonometry",Define Trigonometric Ratios And Solve Problems Involving Right Triangles,Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems._
G.SRT.9,"Similarity, Right Triangles, And Trigonometry",Apply Trigonometry To General Triangles,(+) Derive the formula A = 1/2 ab sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.
G.SRT.10,"Similarity, Right Triangles, And Trigonometry",Apply Trigonometry To General Triangles,(+) Prove the Laws of Sines and Cosines and use them to solve problems.
G.SRT.11,"Similarity, Right Triangles, And Trigonometry",Apply Trigonometry To General Triangles,"(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces)."
G.C.1,Circles,Understand And Apply Theorems About Circles,Prove that all circles are similar.
G.C.2,Circles,Understand And Apply Theorems About Circles,"Identify and describe relationships among inscribed angles, radii, and chords. Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle."
G.C.3,Circles,Understand And Apply Theorems About Circles,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle."
G.C.4,Circles,Understand And Apply Theorems About Circles,(+) Construct a tangent line from a point outside a given circle to the circle.
G.C.5,Circles,Find Arc Lengths And Areas Of Sectors Of Circles,"Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector."
G.GPE.1,Expressing Geometric Properties With Equations,Translate Between The Geometric Description And The Equation For A Conic Section,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.
G.GPE.2,Expressing Geometric Properties With Equations,Translate Between The Geometric Description And The Equation For A Conic Section,Derive the equation of a parabola given a focus and directrix.
G.GPE.3,Expressing Geometric Properties With Equations,Translate Between The Geometric Description And The Equation For A Conic Section,"(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant."
G.GPE.4,Expressing Geometric Properties With Equations,Use Coordinates To Prove Simple Geometric Theorems Algebraically,"Use coordinates to prove simple geometric theorems algebraically. For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, Ã3) lies on the circle centered at the origin and containing the point (0, 2)."
G.GPE.5,Expressing Geometric Properties With Equations,Use Coordinates To Prove Simple Geometric Theorems Algebraically,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point)."
G.GPE.6,Expressing Geometric Properties With Equations,Use Coordinates To Prove Simple Geometric Theorems Algebraically,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.
G.GPE.7,Expressing Geometric Properties With Equations,Use Coordinates To Prove Simple Geometric Theorems Algebraically,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula._"
G.GMD.1,Geometric Measurement And Dimension,Explain Volume Formulas And Use Them To Solve Problems,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, CavalieriÕs principle, and informal limit arguments."
G.GMD.2,Geometric Measurement And Dimension,Explain Volume Formulas And Use Them To Solve Problems,(+) Give an informal argument using CavalieriÕs principle for the formulas for the volume of a sphere and other solid figures.
G.GMD.3,Geometric Measurement And Dimension,Explain Volume Formulas And Use Them To Solve Problems,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems._"
G.GMD.4,Geometric Measurement And Dimension,Visualize Relationships Between Two-Dimensional And Three- Dimensional Objects,"Identify the shapes of two-dimensional cross-sections of three- dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects."
G.MG.1,Modeling With Geometry,Apply Geometric Concepts In Modeling Situations,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder)._"
G.MG.2,Modeling With Geometry,Apply Geometric Concepts In Modeling Situations,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot)._"
G.MG.3,Modeling With Geometry,Apply Geometric Concepts In Modeling Situations,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios)._"
S.ID.1,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable","Represent data with plots on the real number line (dot plots, histograms, and box plots)."
S.ID.2,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable","Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets."
S.ID.3,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable","Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers)."
S.ID.4,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On A Single Count Or Measurement Variable","Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve."
S.ID.5,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On Two Categorical And Quantitative Variables","Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data."
S.ID.6,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On Two Categorical And Quantitative Variables","Represent data on two quantitative variables on a scatter plot, and describe how the variables are related."
S.ID.6.a,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On Two Categorical And Quantitative Variables","Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models."
S.ID.6.b,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On Two Categorical And Quantitative Variables",Informally assess the fit of a function by plotting and analyzing residuals.
S.ID.6.c,Interpreting Categorical And Quantitative Data,"Summarize, Represent, And Interpret Data On Two Categorical And Quantitative Variables",Fit a linear function for a scatter plot that suggests a linear association.
S.ID.7,Interpreting Categorical And Quantitative Data,Interpret Linear Models,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.
S.ID.8,Interpreting Categorical And Quantitative Data,Interpret Linear Models,Compute (using technology) and interpret the correlation coefficient of a linear fit.
S.ID.9,Interpreting Categorical And Quantitative Data,Interpret Linear Models,Distinguish between correlation and causation.
S.IC.1,Making Inferences And Justifying Conclusions,Understand And Evaluate Random Processes Underlying Statistical Experiments,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.
S.IC.2,Making Inferences And Justifying Conclusions,Understand And Evaluate Random Processes Underlying Statistical Experiments,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. For example, a model says a spinning coin falls heads up with probability 0.5. Would a result of 5 tails in a row cause you to question the model?"
S.IC.3,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies","Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each."
S.IC.4,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.
S.IC.5,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.
S.IC.6,Making Inferences And Justifying Conclusions,"Make Inferences And Justify Conclusions From Sample Surveys, Experiments, And Observational Studies",Evaluate reports based on data.
S.CP.1,Conditional Probability And The Rules Of Probability,Understand Independence And Conditional Probability And Use Them To Interpret Data,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (Òor,Ó Òand,Ó ÒnotÓ)."
S.CP.2,Conditional Probability And The Rules Of Probability,Understand Independence And Conditional Probability And Use Them To Interpret Data,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent."
S.CP.3,Conditional Probability And The Rules Of Probability,Understand Independence And Conditional Probability And Use Them To Interpret Data,"Understand the conditional probability of A given B as P(A and B)/P(B), and interpret independence of A and B as saying that the conditional probability of A given B is the same as the probability of A, and the conditional probability of B given A is the same as the probability of B."
S.CP.4,Conditional Probability And The Rules Of Probability,Understand Independence And Conditional Probability And Use Them To Interpret Data,"Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results."
S.CP.5,Conditional Probability And The Rules Of Probability,Understand Independence And Conditional Probability And Use Them To Interpret Data,"Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. For example, compare the chance of having lung cancer if you are a smoker with the chance of being a smoker if you have lung cancer."
S.CP.6,Conditional Probability And The Rules Of Probability,Use The Rules Of Probability To Compute Probabilities Of Compound Events In A Uniform Probability Model,"Find the conditional probability of A given B as the fraction of BÕs outcomes that also belong to A, and interpret the answer in terms of the model."
