ID,Category,Sub Category,State Standard
11-12.SL.1.c,Speaking & Listening,Comprehension and Collaboration,"Propel conversations by posing and responding to questions that probe reasoning and evidence; ensure a hearing for a full range of positions on a topic or issue; clarify, verify, or challenge ideas and conclusions; and promote divergent and creative perspectives."
11-12.SL.1.d,Speaking & Listening,Comprehension and Collaboration,"Respond thoughtfully to diverse perspectives; synthesize comments, claims, and evidence made on all sides of an issue; resolve contradictions when possible; and determine what additional information or research is required to deepen the investigation or complete the task."
11-12.SL.2,Speaking & Listening,Comprehension and Collaboration,"Integrate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, orally) in order to make informed decisions and solve problems, evaluating the credibility and accuracy of each source and noting any discrepancies among the data."
11-12.SL.3,Speaking & Listening,Comprehension and Collaboration,"Evaluate a speaker�s point of view, reasoning, and use of evidence and rhetoric, assessing the stance, premises, links among ideas, word choice, points of emphasis, and tone used."
11-12.SL.4,Speaking & Listening,Presentation of Knowledge and Ideas,"Present information, findings, and supporting evidence, conveying a clear and distinct perspective, such that listeners can follow the line of reasoning, alternative or opposing perspectives are addressed, and the organization, development, substance, and style are appropriate to purpose, audience, and a range of formal and informal tasks."
11-12.SL.5,Speaking & Listening,Presentation of Knowledge and Ideas,"Make strategic use of digital media (e.g., textual, graphical, audio, visual, and interactive elements) in presentations to enhance understanding of findings, reasoning, and evidence and to add interest."
11-12.SL.6,Speaking & Listening,Presentation of Knowledge and Ideas,"Adapt speech to a variety of contexts and tasks, demonstrating a command of formal English when indicated or appropriate."
6.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
6.L.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
6.L.3,Language,Knowledge of Language,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
6.L.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 6 reading and content, choosing flexibly from a range of strategies."
6.L.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
6.L.6,Language,Vocabulary Acquisition and Use,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
7.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
7.L.1.a,Language,Conventions of Standard English,Explain the function of phrases and clauses in general and their function in specific sentences.
7.L.1.b,Language,Conventions of Standard English,"Choose among simple, compound, complex, and compound-complex sentences to signal differing relationships among ideas."
7.L.1.c,Language,Conventions of Standard English,"Place phrases and clauses within a sentence, recognizing and correcting misplaced and dangling modifiers.*"
7.L.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
7.L.2.a,Language,Conventions of Standard English,"Use a comma to separate coordinate adjectives (e.g., It was a fascinating, enjoyable movie but not He wore an old[,] green shirt)."
7.L.2.b,Language,Conventions of Standard English,Spell correctly.
7.L.3,Language,Knowledge of Language,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
7.L.3.a,Language,Knowledge of Language,"Choose language that expresses ideas precisely and concisely, recognizing and eliminating wordiness and redundancy.*"
7.L.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grade 7 reading and content, choosing flexibly from a range of strategies."
7.L.4.a,Language,Vocabulary Acquisition and Use,"Use context (e.g., the overall meaning of a sentence or paragraph; a word�s position or function in a sentence) as a clue to the meaning of a word or phrase."
7.L.4.b,Language,Vocabulary Acquisition and Use,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., belligerent, bellicose, rebel)."
7.L.4.c,Language,Vocabulary Acquisition and Use,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
7.L.4.d,Language,Vocabulary Acquisition and Use,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
7.L.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
7.L.5.a,Language,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g., literary, biblical, and mythological allusions) in context."
7.L.5.b,Language,Vocabulary Acquisition and Use,"Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words."
7.L.5.c,Language,Vocabulary Acquisition and Use,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., refined, respectful, polite, diplomatic, condescending)."
7.L.6,Language,Vocabulary Acquisition and Use,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
8.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
8.L.1.a,Language,Conventions of Standard English,"Explain the function of verbals (gerunds, participles, infinitives) in general and their function in particular sentences."
8.L.1.b,Language,Conventions of Standard English,Form and use verbs in the active and passive voice.
8.L.1.c,Language,Conventions of Standard English,"Form and use verbs in the indicative, imperative, interrogative, conditional, and subjunctive mood."
8.L.1.d,Language,Conventions of Standard English,Recognize and correct inappropriate shifts in verb voice and mood.*
8.L.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
8.L.2.a,Language,Conventions of Standard English,"Use punctuation (comma, ellipsis, dash) to indicate a pause or break."
8.L.2.b,Language,Conventions of Standard English,Use an ellipsis to indicate an omission.
8.L.2.c,Language,Conventions of Standard English,Spell correctly.
8.L.3,Language,Knowledge of Language,"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
8.L.3.a,Language,Knowledge of Language,"Use verbs in the active and passive voice and in the conditional and subjunctive mood to achieve particular effects (e.g., emphasizing the actor or the action; expressing uncertainty or describing a state contrary to fact)."
8.L.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words or phrases based on grade 8 reading and content, choosing flexibly from a range of strategies."
8.L.4.a,Language,Vocabulary Acquisition and Use,"Use context (e.g., the overall meaning of a sentence or paragraph; a word�s position or function in a sentence) as a clue to the meaning of a word or phrase."
8.L.4.b,Language,Vocabulary Acquisition and Use,"Use common, grade-appropriate Greek or Latin affixes and roots as clues to the meaning of a word (e.g., precede, recede, secede)."
8.L.4.c,Language,Vocabulary Acquisition and Use,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning or its part of speech."
8.L.4.d,Language,Vocabulary Acquisition and Use,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
8.L.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
8.L.5.a,Language,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g. verbal irony, puns) in context."
8.L.5.b,Language,Vocabulary Acquisition and Use,Use the relationship between particular words to better understand each of the words.
8.L.5.c,Language,Vocabulary Acquisition and Use,"Distinguish among the connotations (associations) of words with similar denotations (definitions) (e.g., bullheaded, willful, firm, persistent, resolute)."
8.L.6,Language,Vocabulary Acquisition and Use,Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases; gather vocabulary knowledge when considering a word or phrase important to comprehension or expression.
9-10.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
9-10.L.1.a,Language,Conventions of Standard English,Use parallel structure.*
9-10.L.1.b,Language,Conventions of Standard English,"Use various types of phrases (noun, verb, adjectival, adverbial, participial, prepositional, absolute) and clauses (independent, dependent; noun, relative, adverbial) to convey specific meanings and add variety and interest to writing or presentations."
9-10.L.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
9-10.L.2.a,Language,Conventions of Standard English,Use a semicolon (and perhaps a conjunctive adverb) to link two or more closely related independent clauses.
9-10.L.2.b,Language,Conventions of Standard English,Use a colon to introduce a list or quotation.
9-10.L.2.c,Language,Conventions of Standard English,Spell correctly.
9-10.L.3,Language,Knowledge of Language,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
9-10.L.3.a,Language,Knowledge of Language,"Write and edit work so that it conforms to the guidelines in a style manual (e.g., MLA Handbook, Turabian�s Manual for Writers) appropriate for the discipline and writing type."
9-10.L.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 9�10 reading and content, choosing flexibly from a range of strategies."
9-10.L.4.a,Language,Vocabulary Acquisition and Use,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word�s position or function in a sentence) as a clue to the meaning of a word or phrase."
9-10.L.4.b,Language,Vocabulary Acquisition and Use,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., analyze, analysis, analytical; advocate, advocacy)."
9-10.L.4.c,Language,Vocabulary Acquisition and Use,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, or its etymology."
9-10.L.4.d,Language,Vocabulary Acquisition and Use,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
9-10.L.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
9-10.L.5.a,Language,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g., euphemism, oxymoron) in context and analyze their role in the text."
9-10.L.5.b,Language,Vocabulary Acquisition and Use,Analyze nuances in the meaning of words with similar denotations.
9-10.L.6,Language,Vocabulary Acquisition and Use,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
11-12.L.1,Language,Conventions of Standard English,Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
11-12.L.1.a,Language,Conventions of Standard English,"Apply the understanding that usage is a matter of convention, can change over time, and is sometimes contested."
11-12.L.1.b,Language,Conventions of Standard English,"Resolve issues of complex or contested usage, consulting references (e.g., Merriam-Webster�s Dictionary of English Usage, Garner�s Modern American Usage) as needed."
11-12.L.2,Language,Conventions of Standard English,"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
11-12.L.2.a,Language,Conventions of Standard English,Observe hyphenation conventions.
11-12.L.2.b,Language,Conventions of Standard English,Spell correctly.
11-12.L.3,Language,Knowledge of Language,"Apply knowledge of language to understand how language functions in different contexts, to make effective choices for meaning or style, and to comprehend more fully when reading or listening."
11-12.L.3.a,Language,Knowledge of Language,"Vary syntax for effect, consulting references (e.g., Tufte�s Artful Sentences) for guidance as needed; apply an understanding of syntax to the study of complex texts when reading."
11-12.L.4,Language,Vocabulary Acquisition and Use,"Determine or clarify the meaning of unknown and multiple-meaning words and phrases based on grades 11�12 reading and content, choosing flexibly from a range of strategies."
11-12.L.4.a,Language,Vocabulary Acquisition and Use,"Use context (e.g., the overall meaning of a sentence, paragraph, or text; a word�s position or function in a sentence) as a clue to the meaning of a word or phrase."
11-12.L.4.b,Language,Vocabulary Acquisition and Use,"Identify and correctly use patterns of word changes that indicate different meanings or parts of speech (e.g., conceive, conception, conceivable)."
11-12.L.4.c,Language,Vocabulary Acquisition and Use,"Consult general and specialized reference materials (e.g., dictionaries, glossaries, thesauruses), both print and digital, to find the pronunciation of a word or determine or clarify its precise meaning, its part of speech, its etymology, or its standard usage."
11-12.L.4.d,Language,Vocabulary Acquisition and Use,"Verify the preliminary determination of the meaning of a word or phrase (e.g., by checking the inferred meaning in context or in a dictionary)."
11-12.L.5,Language,Vocabulary Acquisition and Use,"Demonstrate understanding of figurative language, word relationships, and nuances in word meanings."
11-12.L.5.a,Language,Vocabulary Acquisition and Use,"Interpret figures of speech (e.g., hyperbole, paradox) in context and analyze their role in the text."
11-12.L.5.b,Language,Vocabulary Acquisition and Use,Analyze nuances in the meaning of words with similar denotations.
11-12.L.6,Language,Vocabulary Acquisition and Use,"Acquire and use accurately general academic and domain-specific words and phrases, sufficient for reading, writing, speaking, and listening at the college and career readiness level; demonstrate independence in gathering vocabulary knowledge when considering a word or phrase important to comprehension or expression."
6-8.RH.1,Reading History/Social Studies,Key Ideas and Details,Cite specific textual evidence to support analysis of primary and secondary sources.
6-8.RH.2,Reading History/Social Studies,Key Ideas and Details,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.
6-8.RH.3,Reading History/Social Studies,Key Ideas and Details,"Identify key steps in a text�s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered)."
6-8.RH.4,Reading History/Social Studies,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies."
6-8.RH.5,Reading History/Social Studies,Craft and Structure,"Describe how a text presents information (e.g., sequentially, comparatively, causally)."
6-8.RH.6,Reading History/Social Studies,Craft and Structure,"Identify aspects of a text that reveal an author�s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts)."
6-8.RH.7,Reading History/Social Studies,Integration of Knowledge and Ideas,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts."
6-8.RH.8,Reading History/Social Studies,Integration of Knowledge and Ideas,"Distinguish among fact, opinion, and reasoned judgment in a text."
6-8.RH.9,Reading History/Social Studies,Integration of Knowledge and Ideas,Analyze the relationship between a primary and secondary source on the same topic.
6-8.RH.10,Reading History/Social Studies,Range of Reading and Level of Text Complexity,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6�8 text complexity band independently and proficiently."
9-10.RH.1,Reading History/Social Studies,Key Ideas and Details,"Cite specific textual evidence to support analysis of primary and secondary sources, attending to such features as the date and origin of the information."
9-10.RH.2,Reading History/Social Studies,Key Ideas and Details,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of how key events or ideas develop over the course of the text.
9-10.RH.3,Reading History/Social Studies,Key Ideas and Details,Analyze in detail a series of events described in a text; determine whether earlier events caused later ones or simply preceded them.
9-10.RH.4,Reading History/Social Studies,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including vocabulary describing political, social, or economic aspects of history/social science."
9-10.RH.5,Reading History/Social Studies,Craft and Structure,Analyze how a text uses structure to emphasize key points or advance an explanation or analysis.
9-10.RH.6,Reading History/Social Studies,Craft and Structure,"Compare the point of view of two or more authors for how they treat the same or similar topics, including which details they include and emphasize in their respective accounts."
9-10.RH.7,Reading History/Social Studies,Integration of Knowledge and Ideas,"Integrate quantitative or technical analysis (e.g., charts, research data) with qualitative analysis in print or digital text."
9-10.RH.8,Reading History/Social Studies,Integration of Knowledge and Ideas,Assess the extent to which the reasoning and evidence in a text support the author�s claims.
9-10.RH.9,Reading History/Social Studies,Integration of Knowledge and Ideas,Compare and contrast treatments of the same topic in several primary and secondary sources.
9-10.RH.10,Reading History/Social Studies,Range of Reading and Level of Text Complexity,"By the end of grade 10, read and comprehend history/social studies texts in the grades 9�10 text complexity band independently and proficiently."
11-12.RH.1,Reading History/Social Studies,Key Ideas and Details,"Cite specific textual evidence to support analysis of primary and secondary sources, connecting insights gained from specific details to an understanding of the text as a whole."
11-12.RH.2,Reading History/Social Studies,Key Ideas and Details,Determine the central ideas or information of a primary or secondary source; provide an accurate summary that makes clear the relationships among the key details and ideas.
11-12.RH.3,Reading History/Social Studies,Key Ideas and Details,"Evaluate various explanations for actions or events and determine which explanation best accords with textual evidence, acknowledging where the text leaves matters uncertain."
11-12.RH.4,Reading History/Social Studies,Craft and Structure,"Determine the meaning of words and phrases as they are used in a text, including analyzing how an author uses and refines the meaning of a key term over the course of a text (e.g., how Madison defines faction in Federalist No. 10)."
11-12.RH.5,Reading History/Social Studies,Craft and Structure,"Analyze in detail how a complex primary source is structured, including how key sentences, paragraphs, and larger portions of the text contribute to the whole."
11-12.RH.6,Reading History/Social Studies,Craft and Structure,"Evaluate authors� differing points of view on the same historical event or issue by assessing the authors� claims, reasoning, and evidence."
11-12.RH.7,Reading History/Social Studies,Integration of Knowledge and Ideas,"Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., visually, quantitatively, as well as in words) in order to address a question or solve a problem."
11-12.RH.8,Reading History/Social Studies,Integration of Knowledge and Ideas,"Evaluate an author�s premises, claims, and evidence by corroborating or challenging them with other information."
11-12.RH.9,Reading History/Social Studies,Integration of Knowledge and Ideas,"Integrate information from diverse sources, both primary and secondary, into a coherent understanding of an idea or event, noting discrepancies among sources."
11-12.RH.10,Reading History/Social Studies,Range of Reading and Level of Text Complexity,"By the end of grade 12, read and comprehend history/social studies texts in the grades 11�CCR text complexity band independently and proficiently."
6-8.RST.1,Reading Science/Technical,Key Ideas and Details,Cite specific textual evidence to support analysis of science and technical texts.
6-8.RST.2,Reading Science/Technical,Key Ideas and Details,Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.
6-8.RST.3,Reading Science/Technical,Key Ideas and Details,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks."
6-8.RST.4,Reading Science/Technical,Craft and Structure,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6�8 texts and topics."
6-8.RST.5,Reading Science/Technical,Craft and Structure,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic."
6-8.RST.6,Reading Science/Technical,Craft and Structure,"Analyze the author�s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text."
6-8.RST.7,Reading Science/Technical,Integration of Knowledge and Ideas,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table)."
6-8.RST.8,Reading Science/Technical,Integration of Knowledge and Ideas,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text."
6-8.RST.9,Reading Science/Technical,Integration of Knowledge and Ideas,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic."
6-8.RST.10,Reading Science/Technical,Range of Reading and Level of Text Complexity,"By the end of grade 8, read and comprehend science/technical texts in the grades 6�8 text complexity band independently and proficiently."
9-10.RST.1,Reading Science/Technical,Key Ideas and Details,"Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions."
9-10.RST.2,Reading Science/Technical,Key Ideas and Details,"Determine the central ideas or conclusions of a text; trace the text�s explanation or depiction of a complex process, phenomenon, or concept; provide an accurate summary of the text."
9-10.RST.3,Reading Science/Technical,Key Ideas and Details,"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text."
9-10.RST.4,Reading Science/Technical,Craft and Structure,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 9�10 texts and topics."
9-10.RST.5,Reading Science/Technical,Craft and Structure,"Analyze the structure of the relationships among concepts in a text, including relationships among key terms (e.g., force, friction, reaction force, energy)."
9-10.RST.6,Reading Science/Technical,Craft and Structure,"Analyze the author�s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address."
9-10.RST.7,Reading Science/Technical,Integration of Knowledge and Ideas,"Translate quantitative or technical information expressed in words in a text into visual form (e.g., a table or chart) and translate information expressed visually or mathematically (e.g., in an equation) into words."
9-10.RST.8,Reading Science/Technical,Integration of Knowledge and Ideas,Assess the extent to which the reasoning and evidence in a text support the author�s claim or a recommendation for solving a scientific or technical problem.
9-10.RST.9,Reading Science/Technical,Integration of Knowledge and Ideas,"Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts."
9-10.RST.10,Reading Science/Technical,Range of Reading and Level of Text Complexity,"By the end of grade 10, read and comprehend science/technical texts in the grades 9�10 text complexity band independently and proficiently."
11-12.RST.1,Reading Science/Technical,Key Ideas and Details,"Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account."
11-12.RST.2,Reading Science/Technical,Key Ideas and Details,"Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms."
11-12.RST.3,Reading Science/Technical,Key Ideas and Details,"Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text."
11-12.RST.4,Reading Science/Technical,Craft and Structure,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 11�12 texts and topics."
11-12.RST.5,Reading Science/Technical,Craft and Structure,"Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas."
11-12.RST.6,Reading Science/Technical,Craft and Structure,"Analyze the author�s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved."
11-12.RST.7,Reading Science/Technical,Integration of Knowledge and Ideas,"Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem."
11-12.RST.8,Reading Science/Technical,Integration of Knowledge and Ideas,"Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information."
11-12.RST.9,Reading Science/Technical,Integration of Knowledge and Ideas,"Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible."
11-12.RST.10,Reading Science/Technical,Range of Reading and Level of Text Complexity,"By the end of grade 12, read and comprehend science/technical texts in the grades 11�12 text complexity band independently and proficiently."
6-8.WHST.1,Writing HS/S/T,Text Types and Purposes,Write arguments focused on discipline-specific content.
6-8.WHST.1.a,Writing HS/S/T,Text Types and Purposes,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
6-8.WHST.1.b,Writing HS/S/T,Text Types and Purposes,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources."
6-8.WHST.1.c,Writing HS/S/T,Text Types and Purposes,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
6-8.WHST.1.d,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style.
6-8.WHST.1.e,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the argument presented.
6-8.WHST.2,Writing HS/S/T,Text Types and Purposes,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
6-8.WHST.2.a,Writing HS/S/T,Text Types and Purposes,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6-8.WHST.2.b,Writing HS/S/T,Text Types and Purposes,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
6-8.WHST.2.c,Writing HS/S/T,Text Types and Purposes,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
6-8.WHST.2.d,Writing HS/S/T,Text Types and Purposes,Use precise language and domain-specific vocabulary to inform about or explain the topic.
6-8.WHST.2.e,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style and objective tone.
6-8.WHST.2.f,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from and supports the information or explanation presented.
6-8.WHST.3,Writing HS/S/T,Text Types and Purposes,(See note; not applicable as a separate requirement)
6-8.WHST.4,Writing HS/S/T,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
6-8.WHST.5,Writing HS/S/T,Production and Distribution of Writing,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
6-8.WHST.6,Writing HS/S/T,Production and Distribution of Writing,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently."
6-8.WHST.7,Writing HS/S/T,Research to Build and Present Knowledge,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
6-8.WHST.8,Writing HS/S/T,Research to Build and Present Knowledge,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
6-8.WHST.9,Writing HS/S/T,Research to Build and Present Knowledge,"Draw evidence from informational texts to support analysis reflection, and research."
6-8.WHST.10,Writing HS/S/T,Range of Writing,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
9-10.WHST.1,Writing HS/S/T,Text Types and Purposes,Write arguments focused on discipline-specific content.
9-10.WHST.1.a,Writing HS/S/T,Text Types and Purposes,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence."
9-10.WHST.1.b,Writing HS/S/T,Text Types and Purposes,"Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience�s knowledge level and concerns."
9-10.WHST.1.c,Writing HS/S/T,Text Types and Purposes,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10.WHST.1.d,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.WHST.1.e,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from or supports the argument presented.
9-10.WHST.2,Writing HS/S/T,Text Types and Purposes,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
9-10.WHST.2.a,Writing HS/S/T,Text Types and Purposes,"Introduce a topic and organize ideas, concepts, and information to make important connections and distinctions; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
9-10.WHST.2.b,Writing HS/S/T,Text Types and Purposes,"Develop the topic with well-chosen, relevant, and sufficient facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience�s knowledge of the topic."
9-10.WHST.2.c,Writing HS/S/T,Text Types and Purposes,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among ideas and concepts."
9-10.WHST.2.d,Writing HS/S/T,Text Types and Purposes,Use precise language and domain-specific vocabulary to manage the complexity of the topic and convey a style appropriate to the discipline and context as well as to the expertise of likely readers.
9-10.WHST.2.e,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.WHST.2.f,Writing HS/S/T,Text Types and Purposes,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
9-10.WHST.3,Writing HS/S/T,Text Types and Purposes,(See note; not applicable as a separate requirement)
9-10.WHST.4,Writing HS/S/T,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
9-10.WHST.5,Writing HS/S/T,Production and Distribution of Writing,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
9-10.WHST.6,Writing HS/S/T,Production and Distribution of Writing,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology�s capacity to link to other information and to display information flexibly and dynamically."
9-10.WHST.7,Writing HS/S/T,Research to Build and Present Knowledge,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
